name,ida_name,name_a,toggle_type,all_envs_match_s,class_s,code_owner_s,computed_status_edge_s,computed_status_prod_s,computed_status_stage_s,module_s,newest_modified_s,note_s,oldest_created_s,creation_date_a,default_a,description_a,implementation_a,line_number_a,source_file_a,target_removal_date_a,tickets_a,url_a,use_cases_a,warning_a
ENV_FEATURES['ENABLE_ORA_USERNAMES_ON_DATA_EXPORT'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['ENABLE_PROCTORED_EXAMS'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['ENABLE_PUBLISHER'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['ENABLE_READING_FROM_MULTIPLE_HISTORY_TABLES'],lms,,django_settings,,,,,False,,,,,,,,,,,,,,,,
ENV_FEATURES['ENABLE_SERVICE_STATUS'],lms,,django_settings,,,,,False,,,,,,,,,,,,,,,,
ENV_FEATURES['ENABLE_SPECIAL_EXAMS'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['ENABLE_THIRD_PARTY_AUTH'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['ENABLE_V2_CERT_DISPLAY_SETTINGS'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['ENABLE_VERIFIED_CERTIFICATES'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['ENABLE_VIDEO_ABSTRACTION_LAYER_API'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['ENABLE_VIDEO_BUMPER'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['ENABLE_VIDEO_UPLOAD_PIPELINE'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['ENABLE_XBLOCK_VIEW_ENDPOINT'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['IS_EDX_DOMAIN'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['LICENSING'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['LTI_1P3_ENABLED'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['MILESTONES_APP'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['NOTICES_ENABLE_MOBILE'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['PREVENT_CONCURRENT_LOGINS'],lms,,django_settings,,,,,False,,,,,,,,,,,,,,,,
ENV_FEATURES['SEPARATE_VERIFICATION_FROM_PAYMENT'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['SHOW_FOOTER_LANGUAGE_SELECTOR'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_FEATURES['SQUELCH_PII_IN_LOGS'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['AWS_QUERYSTRING_AUTH'],lms,,django_settings,,,,,False,,,,,,,,,,,,,,,,
ENV_TOKENS['BULK_EMAIL_LOG_SENT_EMAILS'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['CELERY_BROKER_USE_SSL'],lms,,django_settings,,,,,False,,,,,,,,,,,,,,,,
ENV_TOKENS['CSRF_COOKIE_SECURE'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['EMAIL_USE_COURSE_ID_FROM_FOR_BULK'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['EMAIL_USE_TLS'],lms,,django_settings,,,,,False,,,,,,,,,,,,,,,,
ENV_TOKENS['ENABLE_AUTHN_LOGIN_BLOCK_HIBP_POLICY'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['ENABLE_AUTHN_LOGIN_NUDGE_HIBP_POLICY'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['ENABLE_AUTHN_REGISTER_HIBP_POLICY'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['ENABLE_AUTHN_RESET_PASSWORD_HIBP_POLICY'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['ENABLE_COMPREHENSIVE_THEMING'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['ENABLE_COPPA_COMPLIANCE'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['ENABLE_DEMOGRAPHICS_COLLECTION'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['ENABLE_DYNAMIC_REGISTRATION_FIELDS'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['ENABLE_SAVE_FOR_LATER'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['LOG_REQUEST_USER_CHANGES'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['LTI_NRPS_DISALLOW_PII'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['MARKETING_EMAILS_OPT_IN'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['SESSION_COOKIE_SECURE'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
ENV_TOKENS['SHOW_ACCOUNT_ACTIVATION_CTA'],lms,,django_settings,,,,,True,,,,,,,,,,,,,,,,
EVENT_TRACKING_ENABLED,lms,,django_settings,True,,,True,True,True,,,,,,,,,,,,,,,
EXPECTED_ERRORS[N]['IS_IGNORED'],lms,EXPECTED_ERRORS[N]['IS_IGNORED'],django_settings,,,,,,,,,,,2021-03-11,True,"Set this to False if the errors are not ignored by monitoring, but only expected, like
      for temporary problems that may take some time to fix. If True, adds the custom attributes
      ``error_ignored_class`` and ``error_ignored_message`` to help diagnose issues with ignored errors, since
      this data is not otherwise available. For example of ignoring errors in New Relic, see:
      https://docs.newrelic.com/docs/agents/manage-apm-agents/agent-data/manage-errors-apm-collect-ignore-or-mark-expected/#ignore  pylint: disable=line-too-long,useless-suppression
      To query for ignored errors, you would use ``error_ignored_class IS NOT NULL``.
      Note: This is defaulted to True because it will be easier for us to detect if True is not the correct value, by
      seeing that these errors aren't actually ignored.",DjangoSetting,"[147, 147, 147, 147, 147, 147, 147]",openedx/core/lib/request_utils.py,,,https://github.com/openedx/edx-platform/blob/master/openedx/core/lib/request_utils.py#L147-L147,['opt_out'],"At this time, this toggle does not actually configure the error to be ignored. It is meant to match
     the ignored error configuration found elsewhere. When monitoring, no errors should ever have the attribute
     ``error_ignored_class``. Only Transactions should have this custom attribute. If found for an error, it means we
     are stating an error should be ignored when it is not actually configured as such, or the configuration is not
     working."
EXPECTED_ERRORS[N]['LOG_ERROR'],lms,EXPECTED_ERRORS[N]['LOG_ERROR'],django_settings,,,,,,,,,,,2021-03-11,False,"If True, the error will be logged with a message like: ""Expected error ..."".",DjangoSetting,"[166, 166, 166, 166, 166, 166]",openedx/core/lib/request_utils.py,,,https://github.com/openedx/edx-platform/blob/master/openedx/core/lib/request_utils.py#L166-L166,['opt_in'],
EXPECTED_ERRORS[N]['LOG_STACK_TRACE'],lms,EXPECTED_ERRORS[N]['LOG_STACK_TRACE'],django_settings,,,,,,,,,,,2021-03-11,False,"If True, the stacktrace will be included with the logging message.",DjangoSetting,"[173, 173, 173, 173, 173, 173, 173]",openedx/core/lib/request_utils.py,,,https://github.com/openedx/edx-platform/blob/master/openedx/core/lib/request_utils.py#L173-L173,['opt_in'],"Requires ``LOG_ERROR`` to be set to True, otherwise this value will be ignored."
FEATURES['ALLOW_ADMIN_ENTERPRISE_COURSE_ENROLLMENT_DELETION'],lms,FEATURES['ALLOW_ADMIN_ENTERPRISE_COURSE_ENROLLMENT_DELETION'],django_settings,True,,,False,False,False,,,,,2021-01-27,False,"If true, allows for the deletion of EnterpriseCourseEnrollment records via Django Admin.",DjangoSetting,"[932, 932, 932, 932, 932, 932, 932]",lms/envs/common.py,,https://openedx.atlassian.net/browse/ENT-4022,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L932-L932,['opt_in'],
FEATURES['ALLOW_AUTOMATED_SIGNUPS'],lms,FEATURES['ALLOW_AUTOMATED_SIGNUPS'],django_settings,True,,,False,False,False,,,,,2014-10-21,False,"Enable to show a section in the membership tab of the instructor
   dashboard to allow an upload of a CSV file that contains a list of new accounts to create
   and register for course.",DjangoSetting,"[63, 63, 63, 63, 63, 63, 63]",lms/djangoapps/instructor/settings/common.py,,https://github.com/openedx/edx-platform/pull/5670,https://github.com/openedx/edx-platform/blob/master/lms/djangoapps/instructor/settings/common.py#L63-L63,['opt_in'],
FEATURES['ALLOW_COURSE_RERUNS'],lms,FEATURES['ALLOW_COURSE_RERUNS'],django_settings,True,,,True,True,True,,,,,2015-02-13,True,"This will allow staff member to re-run the course from the studio home page and will
   always use the split modulestore. When this is set to False, the Re-run Course link will not be available on
   the studio home page.",DjangoSetting,"[299, 299, 299, 299, 299, 299, 299]",cms/envs/common.py,,https://github.com/openedx/edx-platform/pull/6965,https://github.com/openedx/edx-platform/blob/master/cms/envs/common.py#L299-L299,['open_edx'],
FEATURES['ALLOW_COURSE_STAFF_GRADE_DOWNLOADS'],lms,FEATURES['ALLOW_COURSE_STAFF_GRADE_DOWNLOADS'],django_settings,True,,,True,True,True,,,,,2018-03-26,False,"Enable to give course staff unrestricted access to grade downloads;
   if set to False, only edX superusers can perform the downloads.",DjangoSetting,"[53, 53, 53, 53, 53, 53, 53]",lms/djangoapps/instructor/settings/common.py,,https://github.com/openedx/edx-platform/pull/1750,https://github.com/openedx/edx-platform/blob/master/lms/djangoapps/instructor/settings/common.py#L53-L53,['opt_in'],
FEATURES['ALLOW_EMAIL_ADDRESS_CHANGE'],lms,FEATURES['ALLOW_EMAIL_ADDRESS_CHANGE'],django_settings,True,,,True,True,True,,,,,2017-06-26,True,"Allow users to change their email address on the Account Settings page. If this is
   disabled, users will not be able to change their email address.",DjangoSetting,"[797, 797, 797, 797, 797, 797, 797]",lms/envs/common.py,,https://openedx.atlassian.net/browse/OSPR-1735,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L797-L797,['open_edx'],
FEATURES['ALLOW_HIDING_DISCUSSION_TAB'],lms,,django_settings,True,,,False,False,False,,,,,,,,,,,,,,,
FEATURES['ALLOW_PUBLIC_ACCOUNT_CREATION'],lms,FEATURES['ALLOW_PUBLIC_ACCOUNT_CREATION'],django_settings,True,,,True,True,True,,,,,2017-04-12,True,"Allow public account creation. If this is disabled, users will no longer have access to
   the signup page.",DjangoSetting,"[770, 770, 770, 770, 770, 770, 770]",lms/envs/common.py,,https://openedx.atlassian.net/browse/YONK-513,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L770-L770,['open_edx'],
FEATURES['ALLOW_WIKI_ROOT_ACCESS'],lms,,django_settings,True,,,True,True,True,,,,,,,,,,,,,,,
FEATURES['ALWAYS_REDIRECT_HOMEPAGE_TO_DASHBOARD_FOR_AUTHENTICATED_USER'],lms,FEATURES['ALWAYS_REDIRECT_HOMEPAGE_TO_DASHBOARD_FOR_AUTHENTICATED_USER'],django_settings,True,,,True,True,True,,,,,2014-09-16,True,"When a logged in user goes to the homepage ('/') the user will be redirected to the
   dashboard page when this flag is set to True - this is default Open edX behavior. Set to False to not redirect
   the user.",DjangoSetting,"[482, 482, 482, 482, 482, 482, 482]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/5220,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L482-L482,['open_edx'],
FEATURES['AUTOMATIC_AUTH_FOR_TESTING'],lms,FEATURES['AUTOMATIC_AUTH_FOR_TESTING'],django_settings,True,,,False,False,False,,,,,2013-07-25,False,"Set to True to perform acceptance and load test. Auto auth view is responsible for load
   testing and is controlled by this feature flag. Auto-auth causes issues in Bok Choy tests because it resets the
   requesting user. Session verification (of CacheBackedAuthenticationMiddleware) is a security feature, but it
   can be turned off by enabling this feature flag.",DjangoSetting,"[342, 342, 342, 342, 342, 342, 342, 342]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/417,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L342-L342,['open_edx'],If this has been set to True then the account activation email will be skipped.
FEATURES['AUTOMATIC_VERIFY_STUDENT_IDENTITY_FOR_TESTING'],lms,FEATURES['AUTOMATIC_VERIFY_STUDENT_IDENTITY_FOR_TESTING'],django_settings,True,,,False,False,False,,,,,2013-10-03,False,"If set to True, then we want to skip posting anything to Software Secure. Bypass posting
   anything to Software Secure if the auto verify feature for testing is enabled. We actually don't even create
   the message because that would require encryption and message signing that rely on settings.VERIFY_STUDENT
   values that aren't set in dev. So we just pretend like we successfully posted and automatically approve student
   identity verification attempts.",DjangoSetting,"[397, 397, 397, 397, 397, 397, 397]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/1184,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L397-L397,['open_edx'],
FEATURES['AUTOPLAY_VIDEOS'],lms,,django_settings,True,,,False,False,False,,,,,,,,,,,,,,,
FEATURES['BATCH_ENROLLMENT_NOTIFY_USERS_DEFAULT'],lms,FEATURES['BATCH_ENROLLMENT_NOTIFY_USERS_DEFAULT'],django_settings,True,,,True,True,True,,,,,2017-07-05,True,"Controls if the ""Notify users by email"" checkbox in the batch
   enrollment form on the instructor dashboard is already checked on page load or not.",DjangoSetting,"[95, 95, 95, 95, 95, 95, 95]",lms/djangoapps/instructor/settings/common.py,,https://github.com/openedx/edx-platform/pull/15392,https://github.com/openedx/edx-platform/blob/master/lms/djangoapps/instructor/settings/common.py#L95-L95,['opt_out'],
FEATURES['CERTIFICATES_HTML_VIEW'],lms,FEATURES['CERTIFICATES_HTML_VIEW'],django_settings,False,,,False,True,True,,,,,2015-03-13,False,Set to True to enable course certificates on your instance of Open edX.,DjangoSetting,"[625, 625, 625, 625, 625, 625, 625, 625, 625]",lms/envs/common.py,None,https://github.com/openedx/edx-platform/pull/7113,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L625-L625,['open_edx'],"You must enable this feature flag in both Studio and the LMS and complete the configuration tasks
   described here:
   https://edx.readthedocs.io/projects/edx-installing-configuring-and-running/en/latest/configuration/enable_certificates.html  pylint: disable=line-too-long,useless-suppression"
FEATURES['CERTIFICATES_INSTRUCTOR_GENERATION'],lms,,django_settings,False,,,False,True,True,,,,,,,,,,,,,,,
"FEATURES['CERTIFICATES_INSTRUCTOR_GENERATION']  # lint-amnesty, pylint: disable=annotation-missing-token",lms,"FEATURES['CERTIFICATES_INSTRUCTOR_GENERATION']  # lint-amnesty, pylint: disable=annotation-missing-token",django_settings,,,,,,,,,,,,False,"Enable to allow batch generation of certificates from the instructor dashboard.
   In case of self-paced courses, the certificate generation button is hidden if certificate
   generation is not explicitly enabled globally or for the specific course.",DjangoSetting,"[86, 86, 86, 86, 86]",lms/djangoapps/instructor/settings/common.py,,,https://github.com/openedx/edx-platform/blob/master/lms/djangoapps/instructor/settings/common.py#L86-L86,['opt_in'],
FEATURES['COURSES_ARE_BROWSABLE'],lms,FEATURES['COURSES_ARE_BROWSABLE'],django_settings,False,,,False,True,True,,,,,2013-09-28,True,"When this is set to True, all the courses will be listed on the /courses page and Explore
   Courses link will be visible. Set to False if courses list and Explore Courses link need to be hidden.",DjangoSetting,"[246, 246, 246, 246, 246, 246, 246, 246]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/1073,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L246-L246,['open_edx'],This Effects views and templates.
FEATURES['CUSTOM_CERTIFICATE_TEMPLATES_ENABLED'],lms,FEATURES['CUSTOM_CERTIFICATE_TEMPLATES_ENABLED'],django_settings,False,,,False,True,True,,,,,2015-08-13,False,Set to True to enable custom certificate templates which are configured via Django admin.,DjangoSetting,"[638, 638, 638, 638, 638, 638, 638, 638, 638]",lms/envs/common.py,None,https://openedx.atlassian.net/browse/SOL-1044,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L638-L638,['open_edx'],None
FEATURES['CUSTOM_COURSES_EDX'],lms,,django_settings,True,,,True,True,True,,,,,,,,,,,,,,,
FEATURES['DEPRECATE_OLD_COURSE_KEYS_IN_STUDIO'],lms,FEATURES['DEPRECATE_OLD_COURSE_KEYS_IN_STUDIO'],django_settings,,,,,,,,,,,2020-06-12,True,"Warn about removing support for deprecated course keys.
      To enable, set to True.
      To disable, set to False.
      To enable with a custom support deadline, set to an ISO-8601 date string:
        eg: '2020-09-01'",DjangoSetting,"[422, 422, 422, 422, 422, 422, 422, 422, 422]",cms/envs/common.py,2021-04-01,https://openedx.atlassian.net/browse/DEPR-58,https://github.com/openedx/edx-platform/blob/master/cms/envs/common.py#L422-L422,['temporary'],"This can be removed once support is removed for deprecated
   course keys."
FEATURES['DISABLE_ALLOWED_ENROLLMENT_IF_ENROLLMENT_CLOSED'],lms,FEATURES['DISABLE_ALLOWED_ENROLLMENT_IF_ENROLLMENT_CLOSED'],django_settings,True,,,False,False,False,,,,,2022-06-06,False,Set to True to disable enrollment for user invited to a course,DjangoSetting,"[1022, 1022, 1022, 1022, 1022, 1022, 1022]",lms/envs/common.py,,'https://github.com/edx/edx-platform/pull/29538',https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L1022-L1022,['open_edx'],
FEATURES['DISABLE_AUDIT_CERTIFICATES'],lms,,django_settings,False,,,False,True,True,,,,,,,,,,,,,,,
FEATURES['DISABLE_COURSE_CREATION'],lms,FEATURES['DISABLE_COURSE_CREATION'],django_settings,True,,,,True,True,,,,,2013-12-02,False,"If set to True, it disables the course creation functionality and hides the ""New Course""
   button in studio.
   It is important to note that the value of this flag only affects if the user doesn't have a staff role,
   otherwise the course creation functionality will work as it should.",DjangoSetting,"[450, 450, 450, 450, 450, 450, 450]",cms/envs/common.py,,,https://github.com/openedx/edx-platform/blob/master/cms/envs/common.py#L450-L450,['open_edx'],"Another toggle DISABLE_LIBRARY_CREATION overrides DISABLE_COURSE_CREATION, if present."
FEATURES['DISABLE_HONOR_CERTIFICATES'],lms,FEATURES['DISABLE_HONOR_CERTIFICATES'],django_settings,False,,,False,True,True,,,,,2019-05-14,False,"Set to True to disable honor certificates. Typically used when your installation only
   allows verified certificates, like courses.edx.org.",DjangoSetting,"[330, 330, 330, 330, 330, 330, 330]",lms/envs/common.py,,https://openedx.atlassian.net/browse/PROD-269,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L330-L330,['open_edx'],
FEATURES['DISABLE_LIBRARY_CREATION'],lms,,django_settings,True,,,,False,False,,,,,,,,,,,,,,,
FEATURES['DISABLE_LOGIN_BUTTON'],lms,FEATURES['DISABLE_LOGIN_BUTTON'],django_settings,True,,,False,False,False,,,,,2013-12-03,False,"Removes the display of the login button in the navigation bar.
   Change is only at the UI level. Used in systems where login is automatic, eg MIT SSL",DjangoSetting,"[211, 211, 211, 211, 211, 211]",lms/envs/common.py,,,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L211-L211,['open_edx'],
FEATURES['DISABLE_MOBILE_COURSE_AVAILABLE'],lms,FEATURES['DISABLE_MOBILE_COURSE_AVAILABLE'],django_settings,False,,,False,True,True,,,,,2020-02-14,False,"Set to True to remove Mobile Course Available UI Flag from Studio's Advanced Settings
   page else Mobile Course Available UI Flag will be available on Studio side.",DjangoSetting,"[376, 376, 376, 376, 376, 376, 376]",cms/envs/common.py,,https://github.com/openedx/edx-platform/pull/23073,https://github.com/openedx/edx-platform/blob/master/cms/envs/common.py#L376-L376,['open_edx'],
FEATURES['DISABLE_START_DATES'],lms,FEATURES['DISABLE_START_DATES'],django_settings,True,,,False,False,False,,,,,2012-07-24,False,"When True, all courses will be active, regardless of start
   date.",DjangoSetting,"[117, 117, 117, 117, 117, 117, 117, 117]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/17913,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L117-L117,['open_edx'],This will cause ALL courses to be immediately visible.
FEATURES['DISABLE_UNENROLLMENT'],lms,FEATURES['DISABLE_UNENROLLMENT'],django_settings,True,,,False,False,False,,,,,2021-10-11,False,"Set to True to disable self-unenrollments via REST API.
   This also hides the ""Unenroll"" button on the Learner Dashboard.",DjangoSetting,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",lms/envs/common.py,,'https://github.com/open-craft/edx-platform/pull/429',https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L1000-L1000,['open_edx'],"For consistency in user experience, keep the value in sync with the setting of the same name
   in the LMS and CMS."
FEATURES['DISPLAY_ANALYTICS_DEMOGRAPHICS'],lms,,django_settings,True,,,,False,False,,,,,,,,,,,,,,,
FEATURES['DISPLAY_ANALYTICS_ENROLLMENTS'],lms,FEATURES['DISPLAY_ANALYTICS_ENROLLMENTS'],django_settings,True,,,False,False,False,,,,,2014-11-12,True,"Enable display of enrollment counts in instructor dashboard and
   analytics section.",DjangoSetting,"[13, 13, 13, 13, 13, 13, 13]",lms/djangoapps/instructor/settings/common.py,,https://github.com/openedx/edx-platform/pull/5838,https://github.com/openedx/edx-platform/blob/master/lms/djangoapps/instructor/settings/common.py#L13-L13,['opt_out'],
FEATURES['DISPLAY_DEBUG_INFO_TO_STAFF'],lms,FEATURES['DISPLAY_DEBUG_INFO_TO_STAFF'],django_settings,True,,,True,True,True,,,,,2015-09-04,True,"Add a ""Staff Debug"" button to course modules for debugging
   by course staff.",DjangoSetting,"[94, 94, 94, 94, 94, 94, 94]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/2425,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L94-L94,['open_edx'],
FEATURES['DISPLAY_HISTOGRAMS_TO_STAFF'],lms,FEATURES['DISPLAY_HISTOGRAMS_TO_STAFF'],django_settings,True,,,False,False,False,,,,,2014-02-13,False,This displays histograms in the Staff Debug Info panel to course staff.,DjangoSetting,"[104, 104, 104, 104, 104, 104, 104, 104]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/2425,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L104-L104,['open_edx'],"Generating histograms requires scanning the courseware_studentmodule table on each view. This
   can make staff access to courseware very slow on large courses."
FEATURES['EDITABLE_SHORT_DESCRIPTION'],lms,FEATURES['EDITABLE_SHORT_DESCRIPTION'],django_settings,True,,,False,False,False,,,,,2014-02-13,True,"This feature flag allows editing of short descriptions on the Schedule & Details page in
   Open edX Studio. Set to False if you want to disable the editing of the course short description.",DjangoSetting,"[221, 221, 221, 221, 221, 221, 221]",cms/envs/common.py,,https://github.com/openedx/edx-platform/pull/2334,https://github.com/openedx/edx-platform/blob/master/cms/envs/common.py#L221-L221,['open_edx'],
FEATURES['EMBARGO'],lms,FEATURES['EMBARGO'],django_settings,True,,,True,True,True,,,,,2014-02-27,False,"Turns on embargo functionality, which blocks users from
   the site or courses based on their location. Embargo can restrict users by states
   and whitelist/blacklist (IP Addresses (ie. 10.0.0.0), Networks (ie. 10.0.0.0/24)), or the user profile country.",DjangoSetting,"[439, 439, 439, 439, 439, 439, 439, 439, 439]",lms/envs/common.py,None,https://github.com/openedx/edx-platform/pull/2749,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L439-L439,['open_edx'],"reverse proxy should be configured appropriately for example Client IP address headers
   (e.g HTTP_X_FORWARDED_FOR) should be configured."
FEATURES['ENABLE_ACCOUNT_DELETION'],lms,FEATURES['ENABLE_ACCOUNT_DELETION'],django_settings,True,,,True,True,True,,,,,2018-06-01,True,"Whether to display the account deletion section on Account Settings page. Set to False to
   hide this section.",DjangoSetting,"[847, 847, 847, 847, 847, 847, 847]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/18298,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L847-L847,['open_edx'],
FEATURES['ENABLE_ANALYTICS_ACTIVE_COUNT'],lms,,django_settings,True,,,True,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_ANNOUNCEMENTS'],lms,FEATURES['ENABLE_ANNOUNCEMENTS'],django_settings,True,,,False,False,False,,,,,2017-11-08,False,"This feature can be enabled to show system wide announcements
       on the sidebar of the learner dashboard. Announcements can be created by Global Staff
       users on maintenance dashboard of studio. Maintenance dashboard can accessed at
       https://{studio.domain}/maintenance",SettingDictToggle,"[5, 5, 5, 5, 5, 5, 5, 5]",openedx/features/announcements/settings/common.py,,https://github.com/openedx/edx-platform/pull/16496,https://github.com/openedx/edx-platform/blob/master/openedx/features/announcements/settings/common.py#L5-L5,['open_edx'],TinyMCE is needed to show an editor in the studio.
FEATURES['ENABLE_API_DOCS'],lms,,django_settings,False,,,,False,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_ASYNC_ANSWER_DISTRIBUTION'],lms,,django_settings,True,,,True,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_AUTHN_MICROFRONTEND'],lms,FEATURES['ENABLE_AUTHN_MICROFRONTEND'],django_settings,True,,,True,True,True,,,,,2020-09-08,False,Supports staged rollout of a new micro-frontend-based implementation of the logistration.,DjangoSetting,"[871, 871, 871, 871, 871, 871, 871, 871, 871]",lms/envs/common.py,None,'https://github.com/openedx/edx-platform/pull/24908',https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L871-L871,"['temporary', 'open_edx']","Also set settings.AUTHN_MICROFRONTEND_URL for rollout. This temporary feature
   toggle does not have a target removal date."
FEATURES['ENABLE_AUTOADVANCE_VIDEOS'],lms,,django_settings,True,,,False,False,False,,,,,,,,,,,,,,,
FEATURES['ENABLE_AUTOMATED_SIGNUPS_EXTRA_FIELDS'],lms,FEATURES['ENABLE_AUTOMATED_SIGNUPS_EXTRA_FIELDS'],django_settings,True,,,False,False,False,,,,,2021-10-26,False,"When True, the CSV file that contains a list of
   new accounts to create and register for a course in the membership
   tab of the instructor dashboard will accept the cohort name to
   assign the new user and the enrollment course mode.",DjangoSetting,"[74, 74, 74, 74, 74, 74, 74]",lms/djangoapps/instructor/settings/common.py,,https://github.com/openedx/edx-platform/pull/21260,https://github.com/openedx/edx-platform/blob/master/lms/djangoapps/instructor/settings/common.py#L74-L74,['open_edx'],
FEATURES['ENABLE_BULK_ENROLLMENT_VIEW'],lms,FEATURES['ENABLE_BULK_ENROLLMENT_VIEW'],django_settings,True,,,False,False,False,,,,,2017-07-15,False,"When set to True the bulk enrollment view is enabled and one can use it to enroll multiple
   users in a course using bulk enrollment API endpoint (/api/bulk_enroll/v1/bulk_enroll).",DjangoSetting,"[807, 807, 807, 807, 807, 807, 807]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/15006,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L807-L807,['open_edx'],
FEATURES['ENABLE_BULK_USER_RETIREMENT'],lms,FEATURES['ENABLE_BULK_USER_RETIREMENT'],django_settings,True,,,False,False,False,,,,,2021-03-11,False,"Set to True to enable bulk user retirement through REST API. This is disabled by
   default.",DjangoSetting,"[941, 941, 941, 941, 941, 941, 941, 941, 941]",lms/envs/common.py,None,'https://openedx.atlassian.net/browse/OSPR-5290',https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L941-L941,['open_edx'],None
